#n	   k	      mu	    PL	    Pf	     w	     err  
0	  0.10472	  1	  0.00340069	  0.000477408	  3	  0.000299502
1	  0.20944	  1	  0.00120796	  0.000136828	  3	  8.58393e-05
2	  0.314159	  1	  0.00056581	  0.000127058	  3	  7.971e-05
3	  0.418879	  1	  0.000317111	  2.30879e-05	  3	  1.44842e-05
4	  0.523599	  1	  0.000200477	  7.38611e-06	  3	  4.63368e-06
5	  0.628319	  1	  0.000135839	  3.84257e-05	  3	  2.41063e-05
6	  0.733038	  1	  9.71158e-05	  1.65809e-05	  3	  1.0402e-05
7	  0.837758	  1	  7.2289e-05	  1.35695e-05	  3	  8.5128e-06
8	  0.942478	  1	  5.55114e-05	  2.10834e-06	  3	  1.32267e-06
9	  0.10472	  0	  0.00340069	  8.14291e-05	  6	  3.73148e-05
10	  0.148096	  0.707107	  0.00216258	  0.000116061	  12	  3.93068e-05
11	  0.23416	  0.894427	  0.000956871	  0.000139591	  12	  4.72761e-05
12	  0.331153	  0.948683	  0.000512389	  5.72084e-05	  12	  1.93751e-05
13	  0.431771	  0.970143	  0.000298428	  3.03228e-05	  12	  1.02696e-05
14	  0.533968	  0.980581	  0.000192286	  1.97338e-05	  12	  6.68334e-06
15	  0.636985	  0.986394	  0.000131856	  1.27332e-05	  12	  4.31243e-06
16	  0.74048	  0.989949	  9.50147e-05	  1.57134e-05	  12	  5.32175e-06
17	  0.844278	  0.992278	  7.10317e-05	  8.15892e-06	  12	  2.76322e-06
18	  0.948278	  0.993884	  5.47385e-05	  7.80406e-06	  12	  2.64304e-06
19	  0.148096	  0	  0.00216258	  4.42122e-05	  6	  2.02602e-05
20	  0.18138	  0.57735	  0.00153421	  6.10675e-05	  12	  2.0682e-05
21	  0.25651	  0.816497	  0.000842148	  6.84022e-05	  12	  2.31661e-05
22	  0.347316	  0.904534	  0.000461525	  3.90258e-05	  12	  1.32171e-05
23	  0.444288	  0.942809	  0.000282116	  2.45801e-05	  12	  8.32467e-06
24	  0.54414	  0.96225	  0.000184652	  2.30461e-05	  12	  7.80513e-06
25	  0.645536	  0.973329	  0.000128147	  1.35276e-05	  12	  4.58147e-06
26	  0.747849	  0.980196	  9.29373e-05	  9.43715e-06	  12	  3.19613e-06
27	  0.850747	  0.984732	  6.98511e-05	  1.01936e-05	  12	  3.4523e-06
28	  0.954042	  0.987878	  5.39956e-05	  7.26248e-06	  12	  2.45962e-06
29	  0.20944	  0	  0.00120796	  2.72348e-05	  6	  1.24803e-05
30	  0.23416	  0.447214	  0.000956871	  4.42782e-05	  12	  1.49959e-05
31	  0.296192	  0.707107	  0.000623093	  5.25839e-05	  12	  1.78089e-05
32	  0.377572	  0.83205	  0.000392702	  3.60676e-05	  12	  1.22152e-05
33	  0.468321	  0.894427	  0.000253118	  2.89151e-05	  12	  9.79281e-06
34	  0.563933	  0.928477	  0.000171157	  1.08076e-05	  12	  3.66025e-06
