#n	   k	      mu	    PL	    Pf	     w	     err  
0	  0.10472	  1	  0.00318644	  0.000235982	  3	  0.000148043
1	  0.20944	  1	  0.00113186	  6.95208e-05	  3	  4.36139e-05
2	  0.314159	  1	  0.000530162	  6.35253e-05	  3	  3.98526e-05
3	  0.418879	  1	  0.000297132	  1.18078e-05	  3	  7.40761e-06
4	  0.523599	  1	  0.000187846	  3.71867e-06	  3	  2.33291e-06
5	  0.628319	  1	  0.000127281	  2.02645e-05	  3	  1.2713e-05
6	  0.733038	  1	  9.09973e-05	  7.96361e-06	  3	  4.99598e-06
7	  0.837758	  1	  6.77346e-05	  6.60339e-06	  3	  4.14264e-06
8	  0.942478	  1	  5.2014e-05	  1.07121e-06	  3	  6.72023e-07
9	  0.10472	  0	  0.00318644	  4.55485e-05	  6	  2.08725e-05
10	  0.148096	  0.707107	  0.00202633	  6.07286e-05	  12	  2.05673e-05
11	  0.23416	  0.894427	  0.000896586	  6.91951e-05	  12	  2.34347e-05
12	  0.331153	  0.948683	  0.000480108	  2.87133e-05	  12	  9.72447e-06
13	  0.431771	  0.970143	  0.000279626	  1.63871e-05	  12	  5.5499e-06
14	  0.533968	  0.980581	  0.000180172	  9.91673e-06	  12	  3.35855e-06
15	  0.636985	  0.986394	  0.000123549	  6.97365e-06	  12	  2.3618e-06
16	  0.74048	  0.989949	  8.90285e-05	  8.39491e-06	  12	  2.84315e-06
17	  0.844278	  0.992278	  6.65565e-05	  4.34967e-06	  12	  1.47313e-06
18	  0.948278	  0.993884	  5.12899e-05	  4.12099e-06	  12	  1.39568e-06
19	  0.148096	  0	  0.00202633	  2.43706e-05	  6	  1.11678e-05
20	  0.18138	  0.57735	  0.00143755	  3.05252e-05	  12	  1.03381e-05
21	  0.25651	  0.816497	  0.000789091	  3.4596e-05	  12	  1.17168e-05
22	  0.347316	  0.904534	  0.000432448	  2.01622e-05	  12	  6.82843e-06
23	  0.444288	  0.942809	  0.000264342	  1.21632e-05	  12	  4.11938e-06
24	  0.54414	  0.96225	  0.000173018	  1.24771e-05	  12	  4.22568e-06
25	  0.645536	  0.973329	  0.000120074	  6.98075e-06	  12	  2.3642e-06
26	  0.747849	  0.980196	  8.7082e-05	  5.17433e-06	  12	  1.75242e-06
27	  0.850747	  0.984732	  6.54503e-05	  5.32518e-06	  12	  1.80351e-06
28	  0.954042	  0.987878	  5.05938e-05	  3.56471e-06	  12	  1.20728e-06
29	  0.20944	  0	  0.00113186	  1.56103e-05	  6	  7.15341e-06
30	  0.23416	  0.447214	  0.000896586	  2.38017e-05	  12	  8.06103e-06
31	  0.296192	  0.707107	  0.000583836	  2.77397e-05	  12	  9.39473e-06
32	  0.377572	  0.83205	  0.000367961	  1.86948e-05	  12	  6.33147e-06
33	  0.468321	  0.894427	  0.000237171	  1.42598e-05	  12	  4.82942e-06
34	  0.563933	  0.928477	  0.000160374	  5.9527e-06	  12	  2.01603e-06
35	  0.662306	  0.948683	  0.000113564	  6.19652e-06	  12	  2.09861e-06
36	  0.762371	  0.961524	  8.34745e-05	  5.41104e-06	  12	  1.83259e-06
37	  0.863541	  0.970143	  6.32954e-05	  1.85685e-06	  12	  6.28867e-07
38	  0.965468	  0.976187	  4.92534e-05	  2.91545e-06	  12	  9.87392e-07
39	  0.23416	  0	  0.000896586	  1.52102e-05	  12	  5.1513e-06
40	  0.25651	  0.408248	  0.000789091	  1.44688e-05	  24	  3.67687e-06
41	  0.314159	  0.666667	  0.000530162	  1.93126e-05	  24	  4.90779e-06
42	  0.391825	  0.801784	  0.000342588	  1.41928e-05	  24	  3.60673e-06
43	  0.479886	  0.872872	  0.000225102	  1.65787e-05	  24	  4.21304e-06
44	  0.573574	  0.912871	  0.000154786	  7.27762e-06	  24	  1.84942e-06
45	  0.670534	  0.937043	  0.00011059	  5.3321e-06	  24	  1.35502e-06
46	  0.76953	  0.952579	  8.17918e-05	  4.93829e-06	  24	  1.25494e-06
47	  0.869868	  0.963087	  6.22796e-05	  4.12125e-06	  24	  1.04731e-06
48	  0.971131	  0.970495	  4.85967e-05	  3.18839e-06	  24	  8.10246e-07
49	  0.296192	  0	  0.000583836	  8.79337e-06	  6	  4.02955e-06
50	  0.314159	  0.333333	  0.000530162	  1.08468e-05	  12	  3.67355e-06
51	  0.36276	  0.57735	  0.000395819	  9.16173e-06	  12	  3.10285e-06
52	  0.431771	  0.727607	  0.000279626	  1.11564e-05	  12	  3.77841e-06
53	  0.51302	  0.816497	  0.000196023	  1.06717e-05	  12	  3.61425e-06
54	  0.601569	  0.870388	  0.000139764	  8.02799e-06	  12	  2.71888e-06
55	  0.694632	  0.904534	  0.000102402	  7.39709e-06	  12	  2.50521e-06
56	  0.790617	  0.927173	  7.70364e-05	  3.97558e-06	  12	  1.34643e-06
57	  0.888577	  0.942809	  5.93796e-05	  3.35509e-06	  12	  1.13629e-06
58	  0.987924	  0.953998	  4.67496e-05	  1.66527e-06	  12	  5.63985e-07
59	  0.314159	  0	  0.000530162	  1.17225e-05	  6	  5.37184e-06
60	  0.331153	  0.316228	  0.000480108	  8.87304e-06	  12	  3.00508e-06
61	  0.377572	  0.5547	  0.000367961	  1.22116e-05	  12	  4.13576e-06
62	  0.444288	  0.707107	  0.000264342	  6.45179e-06	  12	  2.18506e-06
63	  0.523599	  0.8	  0.000187846	  9.86651e-06	  12	  3.34154e-06
64	  0.610616	  0.857493	  0.000135349	  4.05967e-06	  12	  1.37491e-06
65	  0.702481	  0.894427	  9.99109e-05	  4.90796e-06	  12	  1.6622e-06
66	  0.797522	  0.919145	  7.55632e-05	  4.50163e-06	  12	  1.52459e-06
67	  0.894726	  0.936329	  5.84516e-05	  2.0151e-06	  12	  6.82463e-07
68	  0.993459	  0.948683	  4.6166e-05	  2.59713e-06	  12	  8.79583e-07
69	  0.331153	  0	  0.000480108	  7.13522e-06	  12	  2.41652e-06
70	  0.347316	  0.301511	  0.000432448	  6.69713e-06	  24	  1.7019e-06
71	  0.391825	  0.534522	  0.000342588	  7.12301e-06	  24	  1.81013e-06
72	  0.456463	  0.688247	  0.000250328	  1.16508e-05	  24	  2.96075e-06
73	  0.533968	  0.784465	  0.000180172	  5.97677e-06	  24	  1.51884e-06
74	  0.61953	  0.845154	  0.000131211	  4.91097e-06	  24	  1.248e-06
75	  0.710244	  0.884652	  9.7554e-05	  6.75294e-06	  24	  1.71609e-06
76	  0.804368	  0.911322	  7.415e-05	  4.08084e-06	  24	  1.03704e-06
77	  0.900833	  0.929981	  5.75788e-05	  3.18762e-06	  24	  8.10051e-07
78	  0.998963	  0.943456	  4.55975e-05	  2.1165e-06	  24	  5.37854e-07
79	  0.377572	  0	  0.000367961	  5.88092e-06	  12	  1.99172e-06
80	  0.391825	  0.267261	  0.000342588	  4.67886e-06	  24	  1.18901e-06
81	  0.431771	  0.485071	  0.000279626	  7.32575e-06	  24	  1.86165e-06
82	  0.491179	  0.639602	  0.000214331	  5.34683e-06	  24	  1.35876e-06
83	  0.563933	  0.742781	  0.000160374	  6.95612e-06	  24	  1.76772e-06
84	  0.645536	  0.811107	  0.000120074	  5.61015e-06	  24	  1.42567e-06
85	  0.733038	  0.857143	  9.09973e-05	  5.03923e-06	  24	  1.28059e-06
86	  0.824564	  0.889001	  7.01634e-05	  2.20927e-06	  24	  5.6143e-07
87	  0.918912	  0.911685	  5.50633e-05	  3.15023e-06	  24	  8.00549e-07
88	  0.418879	  0	  0.000297132	  1.4954e-06	  6	  6.85262e-07
89	  0.431771	  0.242536	  0.000279626	  3.53843e-06	  12	  1.19838e-06
90	  0.468321	  0.447214	  0.000237171	  5.6583e-06	  12	  1.91633e-06
91	  0.523599	  0.6	  0.000187846	  5.62521e-06	  12	  1.90512e-06
92	  0.592384	  0.707107	  0.000144495	  2.75935e-06	  12	  9.34524e-07
93	  0.670534	  0.780869	  0.00011059	  5.6895e-06	  12	  1.92689e-06
94	  0.755145	  0.83205	  8.52683e-05	  3.32869e-06	  12	  1.12734e-06
95	  0.844278	  0.868243	  6.65565e-05	  3.11626e-06	  12	  1.0554e-06
96	  0.936642	  0.894427	  5.27427e-05	  1.77703e-06	  12	  6.01836e-07
97	  0.431771	  0	  0.000279626	  3.3627e-06	  12	  1.13886e-06
98	  0.444288	  0.235702	  0.000264342	  1.98176e-06	  24	  5.03612e-07
