#n	   k	      mu	    PL	    Pf	     w	     err  
0	  0.10472	  1	  0.0037933	  0.000280379	  3	  0.000175896
1	  0.20944	  1	  0.00133278	  7.70692e-05	  3	  4.83494e-05
2	  0.314159	  1	  0.00060896	  7.47985e-05	  3	  4.69249e-05
3	  0.418879	  1	  0.00034182	  1.48986e-05	  3	  9.34663e-06
4	  0.523599	  1	  0.000214165	  4.20853e-06	  3	  2.64023e-06
5	  0.628319	  1	  0.000144299	  1.74633e-05	  3	  1.09556e-05
6	  0.733038	  1	  0.000102766	  8.86629e-06	  3	  5.56227e-06
7	  0.837758	  1	  7.61654e-05	  8.05507e-06	  3	  5.05335e-06
8	  0.942478	  1	  5.82302e-05	  1.24707e-06	  3	  7.82351e-07
9	  0.10472	  0	  0.0037933	  4.62149e-05	  6	  2.11779e-05
10	  0.148096	  0.707107	  0.00241055	  6.60397e-05	  12	  2.2366e-05
11	  0.23416	  0.894427	  0.00104482	  8.0822e-05	  12	  2.73724e-05
12	  0.331153	  0.948683	  0.000554061	  3.20531e-05	  12	  1.08556e-05
13	  0.431771	  0.970143	  0.000320665	  1.74656e-05	  12	  5.91516e-06
14	  0.533968	  0.980581	  0.000205289	  1.21126e-05	  12	  4.10225e-06
15	  0.636985	  0.986394	  0.000140111	  6.75058e-06	  12	  2.28625e-06
16	  0.74048	  0.989949	  0.000100435	  9.24785e-06	  12	  3.13202e-06
17	  0.844278	  0.992278	  7.48203e-05	  4.17277e-06	  12	  1.41321e-06
18	  0.948278	  0.993884	  5.74466e-05	  4.01168e-06	  12	  1.35866e-06
19	  0.148096	  0	  0.00241055	  2.42484e-05	  6	  1.11118e-05
20	  0.18138	  0.57735	  0.0016626	  3.21462e-05	  12	  1.08871e-05
21	  0.25651	  0.816497	  0.000909659	  3.69173e-05	  12	  1.2503e-05
22	  0.347316	  0.904534	  0.000501017	  2.25232e-05	  12	  7.62804e-06
23	  0.444288	  0.942809	  0.000302482	  1.61385e-05	  12	  5.46572e-06
24	  0.54414	  0.96225	  0.000197236	  1.17937e-05	  12	  3.99422e-06
25	  0.645536	  0.973329	  0.000136072	  7.73685e-06	  12	  2.62028e-06
26	  0.747849	  0.980196	  9.82357e-05	  4.55631e-06	  12	  1.54311e-06
27	  0.850747	  0.984732	  7.34906e-05	  5.45259e-06	  12	  1.84666e-06
