#n	   k	      mu	    PL	    Pf	     w	     err  
0	  0.10472	  1	  0.00306127	  0.000511405	  3	  0.00032083
1	  0.20944	  1	  0.0010874	  0.000228717	  3	  0.000143486
2	  0.314159	  1	  0.000509336	  0.000160386	  3	  0.000100618
3	  0.418879	  1	  0.00028546	  8.31288e-05	  3	  5.21509e-05
4	  0.523599	  1	  0.000180467	  1.14827e-05	  3	  7.20367e-06
5	  0.628319	  1	  0.000122281	  1.32376e-05	  3	  8.3046e-06
6	  0.733038	  1	  8.74227e-05	  1.35494e-05	  3	  8.50023e-06
7	  0.837758	  1	  6.50738e-05	  2.27727e-05	  3	  1.42865e-05
8	  0.942478	  1	  4.99708e-05	  1.30655e-05	  3	  8.19663e-06
9	  0.10472	  0	  0.00306127	  0.000109607	  6	  5.02273e-05
10	  0.148096	  0.707107	  0.00194673	  0.000126937	  12	  4.29904e-05
11	  0.23416	  0.894427	  0.000861366	  0.000132588	  12	  4.49043e-05
12	  0.331153	  0.948683	  0.000461248	  0.000102764	  12	  3.48037e-05
13	  0.431771	  0.970143	  0.000268642	  3.12457e-05	  12	  1.05821e-05
14	  0.533968	  0.980581	  0.000173094	  1.92499e-05	  12	  6.51946e-06
15	  0.636985	  0.986394	  0.000118696	  1.76915e-05	  12	  5.99166e-06
16	  0.74048	  0.989949	  8.55312e-05	  1.40236e-05	  12	  4.74945e-06
17	  0.844278	  0.992278	  6.3942e-05	  1.62032e-05	  12	  5.48763e-06
18	  0.948278	  0.993884	  4.92751e-05	  5.76686e-06	  12	  1.95309e-06
19	  0.148096	  0	  0.00194673	  4.58658e-05	  6	  2.10179e-05
20	  0.18138	  0.57735	  0.00138108	  8.00604e-05	  12	  2.71145e-05
21	  0.25651	  0.816497	  0.000758093	  8.91504e-05	  12	  3.0193e-05
22	  0.347316	  0.904534	  0.00041546	  4.59252e-05	  12	  1.55537e-05
23	  0.444288	  0.942809	  0.000253958	  3.45641e-05	  12	  1.1706e-05
24	  0.54414	  0.96225	  0.000166222	  3.27625e-05	  12	  1.10958e-05
25	  0.645536	  0.973329	  0.000115357	  1.77062e-05	  12	  5.99664e-06
26	  0.747849	  0.980196	  8.36612e-05	  1.6578e-05	  12	  5.61456e-06
27	  0.850747	  0.984732	  6.28792e-05	  1.40108e-05	  12	  4.7451e-06
28	  0.954042	  0.987878	  4.86063e-05	  6.62561e-06	  12	  2.24393e-06
29	  0.20944	  0	  0.0010874	  4.09933e-05	  6	  1.87851e-05
30	  0.23416	  0.447214	  0.000861366	  4.83332e-05	  12	  1.63693e-05
31	  0.296192	  0.707107	  0.000560902	  4.27647e-05	  12	  1.44834e-05
32	  0.377572	  0.83205	  0.000353507	  3.08559e-05	  12	  1.04501e-05
33	  0.468321	  0.894427	  0.000227855	  5.36489e-05	  12	  1.81696e-05
34	  0.563933	  0.928477	  0.000154074	  1.55266e-05	  12	  5.25849e-06
35	  0.662306	  0.948683	  0.000109103	  1.5987e-05	  12	  5.4144e-06
36	  0.762371	  0.961524	  8.01954e-05	  1.30972e-05	  12	  4.4357e-06
37	  0.863541	  0.970143	  6.0809e-05	  1.21061e-05	  12	  4.10003e-06
38	  0.965468	  0.976187	  4.73186e-05	  1.05204e-05	  12	  3.56298e-06
39	  0.23416	  0	  0.000861366	  3.04307e-05	  12	  1.03061e-05
40	  0.25651	  0.408248	  0.000758093	  4.26727e-05	  24	  1.08442e-05
41	  0.314159	  0.666667	  0.000509336	  4.86881e-05	  24	  1.23728e-05
42	  0.391825	  0.801784	  0.00032913	  2.64131e-05	  24	  6.71222e-06
43	  0.479886	  0.872872	  0.00021626	  3.6997e-05	  24	  9.40184e-06
44	  0.573574	  0.912871	  0.000148705	  1.54697e-05	  24	  3.93122e-06
45	  0.670534	  0.937043	  0.000106245	  1.65841e-05	  24	  4.21441e-06
46	  0.76953	  0.952579	  7.85788e-05	  9.14991e-06	  24	  2.32521e-06
47	  0.869868	  0.963087	  5.98331e-05	  7.74116e-06	  24	  1.96722e-06
48	  0.971131	  0.970495	  4.66877e-05	  6.94465e-06	  24	  1.7648e-06
49	  0.296192	  0	  0.000560902	  1.82099e-05	  6	  8.34467e-06
50	  0.314159	  0.333333	  0.000509336	  2.27764e-05	  12	  7.71379e-06
