#n	   k	      mu	    PL	    Pf	     w	     err  
0	  0.10472	  1	  0.00276739	  0.000690415	  3	  0.000433132
1	  0.20944	  1	  0.000983009	  0.000183811	  3	  0.000115314
2	  0.314159	  1	  0.000460441	  0.000157491	  3	  9.88019e-05
3	  0.418879	  1	  0.000258057	  3.71187e-05	  3	  2.32864e-05
4	  0.523599	  1	  0.000163143	  5.90638e-05	  3	  3.70537e-05
5	  0.628319	  1	  0.000110542	  8.88649e-06	  3	  5.57494e-06
6	  0.733038	  1	  7.90303e-05	  2.46792e-05	  3	  1.54825e-05
7	  0.837758	  1	  5.88269e-05	  2.10261e-05	  3	  1.31907e-05
8	  0.942478	  1	  4.51737e-05	  8.88618e-06	  3	  5.57475e-06
9	  0.10472	  0	  0.00276739	  0.000135904	  6	  6.22777e-05
10	  0.148096	  0.707107	  0.00175985	  0.000203836	  12	  6.90341e-05
11	  0.23416	  0.894427	  0.000778677	  0.000108151	  12	  3.6628e-05
12	  0.331153	  0.948683	  0.000416969	  8.61455e-05	  12	  2.91753e-05
13	  0.431771	  0.970143	  0.000242853	  5.1716e-05	  12	  1.75149e-05
14	  0.533968	  0.980581	  0.000156478	  3.90836e-05	  12	  1.32366e-05
15	  0.636985	  0.986394	  0.000107301	  1.56732e-05	  12	  5.30814e-06
16	  0.74048	  0.989949	  7.73204e-05	  1.24502e-05	  12	  4.21658e-06
17	  0.844278	  0.992278	  5.78037e-05	  1.09093e-05	  12	  3.69472e-06
18	  0.948278	  0.993884	  4.45448e-05	  6.25988e-06	  12	  2.12007e-06
19	  0.148096	  0	  0.00175985	  6.28394e-05	  6	  2.8796e-05
20	  0.18138	  0.57735	  0.0012485	  9.67975e-05	  12	  3.27829e-05
21	  0.25651	  0.816497	  0.000685318	  8.92003e-05	  12	  3.02099e-05
22	  0.347316	  0.904534	  0.000375577	  8.03434e-05	  12	  2.72103e-05
23	  0.444288	  0.942809	  0.000229579	  4.20946e-05	  12	  1.42564e-05
24	  0.54414	  0.96225	  0.000150265	  3.09453e-05	  12	  1.04804e-05
25	  0.645536	  0.973329	  0.000104283	  2.67299e-05	  12	  9.05275e-06
26	  0.747849	  0.980196	  7.56299e-05	  1.86355e-05	  12	  6.31136e-06
27	  0.850747	  0.984732	  5.6843e-05	  8.87144e-06	  12	  3.00454e-06
28	  0.954042	  0.987878	  4.39402e-05	  8.36356e-06	  12	  2.83253e-06
29	  0.20944	  0	  0.000983009	  3.77504e-05	  6	  1.72991e-05
30	  0.23416	  0.447214	  0.000778677	  4.21389e-05	  12	  1.42714e-05
31	  0.296192	  0.707107	  0.000507056	  4.67474e-05	  12	  1.58322e-05
32	  0.377572	  0.83205	  0.000319571	  5.00178e-05	  12	  1.69398e-05
33	  0.468321	  0.894427	  0.000205981	  5.69914e-05	  12	  1.93016e-05
34	  0.563933	  0.928477	  0.000139283	  2.61747e-05	  12	  8.86471e-06
35	  0.662306	  0.948683	  9.86289e-05	  1.55547e-05	  12	  5.268e-06
36	  0.762371	  0.961524	  7.24968e-05	  9.80791e-06	  12	  3.32169e-06
37	  0.863541	  0.970143	  5.49714e-05	  1.12593e-05	  12	  3.81323e-06
38	  0.965468	  0.976187	  4.27761e-05	  8.05875e-06	  12	  2.7293e-06
39	  0.23416	  0	  0.000778677	  2.40087e-05	  12	  8.13116e-06
40	  0.25651	  0.408248	  0.000685318	  4.3158e-05	  24	  1.09675e-05
41	  0.314159	  0.666667	  0.000460441	  4.69219e-05	  24	  1.1924e-05
42	  0.391825	  0.801784	  0.000297534	  4.53683e-05	  24	  1.15292e-05
43	  0.479886	  0.872872	  0.000195499	  3.45755e-05	  24	  8.78647e-06
44	  0.573574	  0.912871	  0.00013443	  2.371e-05	  24	  6.02527e-06
45	  0.670534	  0.937043	  9.6046e-05	  1.54933e-05	  24	  3.93723e-06
46	  0.76953	  0.952579	  7.10354e-05	  1.99679e-05	  24	  5.07433e-06
47	  0.869868	  0.963087	  5.40893e-05	  1.55071e-05	  24	  3.94073e-06
48	  0.971131	  0.970495	  4.22057e-05	  7.30308e-06	  24	  1.85589e-06
49	  0.296192	  0	  0.000507056	  2.12643e-05	  6	  9.74434e-06
