#n	   k	      mu	    PL	    Pf	     w	     err  
0	  0.0523599	  1	  0.00109825	  0.000106292	  3	  6.66825e-05
1	  0.10472	  1	  0.000474816	  4.11104e-05	  3	  2.57906e-05
2	  0.15708	  1	  0.000263766	  3.4711e-05	  3	  2.1776e-05
3	  0.20944	  1	  0.00016866	  7.90059e-06	  3	  4.95644e-06
4	  0.261799	  1	  0.000113295	  5.78084e-06	  3	  3.62661e-06
5	  0.314159	  1	  7.90003e-05	  1.94492e-05	  3	  1.22015e-05
6	  0.366519	  1	  5.78693e-05	  3.74651e-06	  3	  2.35037e-06
7	  0.418879	  1	  4.42761e-05	  2.67333e-06	  3	  1.67711e-06
8	  0.471239	  1	  3.48681e-05	  3.44316e-06	  3	  2.16006e-06
9	  0.0523599	  0	  0.00109825	  1.71145e-05	  6	  7.84268e-06
10	  0.074048	  0.707107	  0.00084578	  3.45885e-05	  12	  1.17143e-05
11	  0.11708	  0.894427	  0.00042522	  3.78448e-05	  12	  1.28171e-05
12	  0.165576	  0.948683	  0.000238867	  1.98738e-05	  12	  6.73078e-06
13	  0.215885	  0.970143	  0.000156831	  1.07252e-05	  12	  3.63235e-06
14	  0.266984	  0.980581	  0.000108825	  6.69027e-06	  12	  2.26583e-06
15	  0.318493	  0.986394	  7.71742e-05	  7.20073e-06	  12	  2.43871e-06
16	  0.37024	  0.989949	  5.68135e-05	  4.79168e-06	  12	  1.62282e-06
17	  0.422139	  0.992278	  4.35946e-05	  4.29013e-06	  12	  1.45296e-06
18	  0.474139	  0.993884	  3.44172e-05	  3.56491e-06	  12	  1.20735e-06
19	  0.074048	  0	  0.00084578	  1.23303e-05	  6	  5.65033e-06
20	  0.09069	  0.57735	  0.000607203	  1.76947e-05	  12	  5.99276e-06
21	  0.128255	  0.816497	  0.000391515	  2.29755e-05	  12	  7.78122e-06
22	  0.173658	  0.904534	  0.000223972	  1.37205e-05	  12	  4.6468e-06
23	  0.222144	  0.942809	  0.000147041	  6.66396e-06	  12	  2.25692e-06
24	  0.27207	  0.96225	  0.000104354	  1.18434e-05	  12	  4.01105e-06
25	  0.322768	  0.973329	  7.53356e-05	  4.22495e-06	  12	  1.43089e-06
26	  0.373924	  0.980196	  5.58076e-05	  5.59715e-06	  12	  1.89562e-06
27	  0.425374	  0.984732	  4.29184e-05	  3.74421e-06	  12	  1.26807e-06
28	  0.477021	  0.987878	  3.39787e-05	  1.7525e-06	  12	  5.93527e-07
29	  0.10472	  0	  0.000474816	  7.86068e-06	  6	  3.60214e-06
30	  0.11708	  0.447214	  0.00042522	  1.26553e-05	  12	  4.28604e-06
31	  0.148096	  0.707107	  0.000301947	  1.61889e-05	  12	  5.48276e-06
32	  0.188786	  0.83205	  0.000204985	  1.29716e-05	  12	  4.39315e-06
33	  0.23416	  0.894427	  0.000133602	  9.48038e-06	  12	  3.21077e-06
34	  0.281967	  0.928477	  9.61101e-05	  3.78689e-06	  12	  1.28253e-06
35	  0.331153	  0.948683	  7.15415e-05	  5.09007e-06	  12	  1.72388e-06
36	  0.381186	  0.961524	  5.38707e-05	  3.0089e-06	  12	  1.01904e-06
37	  0.431771	  0.970143	  4.16675e-05	  1.84067e-06	  12	  6.23388e-07
38	  0.482734	  0.976187	  3.31214e-05	  2.16683e-06	  12	  7.33851e-07
39	  0.11708	  0	  0.00042522	  7.97055e-06	  12	  2.69943e-06
40	  0.128255	  0.408248	  0.000391515	  9.3177e-06	  24	  2.36785e-06
41	  0.15708	  0.666667	  0.000263766	  1.1896e-05	  24	  3.02307e-06
42	  0.195913	  0.801784	  0.00019411	  1.01574e-05	  24	  2.58124e-06
43	  0.239943	  0.872872	  0.000129148	  1.23591e-05	  24	  3.14075e-06
44	  0.286787	  0.912871	  9.25682e-05	  5.64158e-06	  24	  1.43366e-06
45	  0.335267	  0.937043	  6.96493e-05	  4.60303e-06	  24	  1.16974e-06
46	  0.384765	  0.952579	  5.2925e-05	  4.82104e-06	  24	  1.22514e-06
47	  0.434934	  0.963087	  4.1067e-05	  3.20187e-06	  24	  8.13672e-07
48	  0.485566	  0.970495	  3.27246e-05	  1.95716e-06	  24	  4.97361e-07
49	  0.148096	  0	  0.000301947	  4.97813e-06	  6	  2.28122e-06
50	  0.15708	  0.333333	  0.000263766	  6.24709e-06	  12	  2.11573e-06
51	  0.18138	  0.57735	  0.000214212	  6.76379e-06	  12	  2.29073e-06
52	  0.215885	  0.727607	  0.000156831	  7.40519e-06	  12	  2.50795e-06
53	  0.25651	  0.816497	  0.000117584	  9.06456e-06	  12	  3.06994e-06
54	  0.300785	  0.870388	  8.47433e-05	  5.13066e-06	  12	  1.73763e-06
55	  0.347316	  0.904534	  6.44396e-05	  4.09347e-06	  12	  1.38636e-06
56	  0.395308	  0.927173	  5.01246e-05	  3.11187e-06	  12	  1.05391e-06
57	  0.444288	  0.942809	  3.939e-05	  3.03839e-06	  12	  1.02903e-06
58	  0.493962	  0.953998	  3.15745e-05	  2.57553e-06	  12	  8.72267e-07
59	  0.15708	  0	  0.000263766	  5.41122e-06	  6	  2.47968e-06
60	  0.165576	  0.316228	  0.000238867	  5.32584e-06	  12	  1.80373e-06
61	  0.188786	  0.5547	  0.000204985	  7.70079e-06	  12	  2.60807e-06
62	  0.222144	  0.707107	  0.000147041	  5.17446e-06	  12	  1.75246e-06
63	  0.261799	  0.8	  0.000113295	  7.10668e-06	  12	  2.40685e-06
64	  0.305308	  0.857493	  8.27051e-05	  3.04173e-06	  12	  1.03016e-06
65	  0.351241	  0.894427	  6.28996e-05	  3.49856e-06	  12	  1.18488e-06
66	  0.398761	  0.919145	  4.92138e-05	  4.18102e-06	  12	  1.41601e-06
67	  0.447363	  0.936329	  3.88578e-05	  2.21436e-06	  12	  7.49948e-07
68	  0.496729	  0.948683	  3.12165e-05	  1.51565e-06	  12	  5.13315e-07
69	  0.165576	  0	  0.000238867	  4.03831e-06	  12	  1.36767e-06
70	  0.173658	  0.301511	  0.000223972	  4.16492e-06	  24	  1.05841e-06
71	  0.195913	  0.534522	  0.00019411	  5.24316e-06	  24	  1.33241e-06
