#n	   k	      mu	    PL	    Pf	     w	     err  
0	  0.10472	  1	  0.00276739	  0.000713647	  3	  0.000447707
1	  0.20944	  1	  0.000983009	  0.000208359	  3	  0.000130714
2	  0.314159	  1	  0.000460441	  0.000186494	  3	  0.000116997
3	  0.418879	  1	  0.000258057	  3.18099e-05	  3	  1.9956e-05
4	  0.523599	  1	  0.000163143	  1.28224e-05	  3	  8.04414e-06
5	  0.628319	  1	  0.000110542	  6.7039e-05	  3	  4.20569e-05
6	  0.733038	  1	  7.90303e-05	  2.65152e-05	  3	  1.66343e-05
7	  0.837758	  1	  5.88269e-05	  1.96735e-05	  3	  1.23422e-05
8	  0.942478	  1	  4.51737e-05	  3.62813e-06	  3	  2.27611e-06
9	  0.10472	  0	  0.00276739	  0.000135535	  6	  6.21086e-05
10	  0.148096	  0.707107	  0.00175985	  0.000181913	  12	  6.16095e-05
11	  0.23416	  0.894427	  0.000778677	  0.000211795	  12	  7.17298e-05
12	  0.331153	  0.948683	  0.000416969	  8.95589e-05	  12	  3.03314e-05
13	  0.431771	  0.970143	  0.000242853	  4.3076e-05	  12	  1.45888e-05
14	  0.533968	  0.980581	  0.000156478	  2.8912e-05	  12	  9.79178e-06
15	  0.636985	  0.986394	  0.000107301	  2.08918e-05	  12	  7.07555e-06
16	  0.74048	  0.989949	  7.73204e-05	  2.25261e-05	  12	  7.62902e-06
17	  0.844278	  0.992278	  5.78037e-05	  1.364e-05	  12	  4.61953e-06
18	  0.948278	  0.993884	  4.45448e-05	  1.27465e-05	  12	  4.31693e-06
19	  0.148096	  0	  0.00175985	  7.77515e-05	  6	  3.56295e-05
20	  0.18138	  0.57735	  0.0012485	  0.000104909	  12	  3.55302e-05
21	  0.25651	  0.816497	  0.000685318	  0.000109513	  12	  3.70893e-05
22	  0.347316	  0.904534	  0.000375577	  5.92163e-05	  12	  2.00551e-05
23	  0.444288	  0.942809	  0.000229579	  3.39845e-05	  12	  1.15097e-05
24	  0.54414	  0.96225	  0.000150265	  3.72318e-05	  12	  1.26095e-05
25	  0.645536	  0.973329	  0.000104283	  2.00188e-05	  12	  6.77986e-06
26	  0.747849	  0.980196	  7.56299e-05	  1.65803e-05	  12	  5.61533e-06
27	  0.850747	  0.984732	  5.6843e-05	  1.65347e-05	  12	  5.59989e-06
28	  0.954042	  0.987878	  4.39402e-05	  1.1037e-05	  12	  3.73795e-06
29	  0.20944	  0	  0.000983009	  4.59382e-05	  6	  2.10511e-05
30	  0.23416	  0.447214	  0.000778677	  7.11756e-05	  12	  2.41054e-05
31	  0.296192	  0.707107	  0.000507056	  7.98731e-05	  12	  2.7051e-05
32	  0.377572	  0.83205	  0.000319571	  5.63833e-05	  12	  1.90956e-05
33	  0.468321	  0.894427	  0.000205981	  4.56007e-05	  12	  1.54438e-05
34	  0.563933	  0.928477	  0.000139283	  1.54492e-05	  12	  5.23225e-06
35	  0.662306	  0.948683	  9.86289e-05	  1.80343e-05	  12	  6.10777e-06
36	  0.762371	  0.961524	  7.24968e-05	  1.40373e-05	  12	  4.75409e-06
