#n	   k	      mu	    PL	    Pf	     w	     err  
0	  0.10472	  1	  0.00340069	  0.000500199	  3	  0.0003138
1	  0.20944	  1	  0.00120796	  0.000143337	  3	  8.99223e-05
2	  0.314159	  1	  0.00056581	  0.000133015	  3	  8.34473e-05
3	  0.418879	  1	  0.000317111	  2.42694e-05	  3	  1.52254e-05
4	  0.523599	  1	  0.000200477	  7.92985e-06	  3	  4.97479e-06
5	  0.628319	  1	  0.000135839	  4.04491e-05	  3	  2.53758e-05
6	  0.733038	  1	  9.71158e-05	  1.77074e-05	  3	  1.11088e-05
7	  0.837758	  1	  7.2289e-05	  1.43754e-05	  3	  9.01842e-06
8	  0.942478	  1	  5.55114e-05	  2.28268e-06	  3	  1.43204e-06
9	  0.10472	  0	  0.00340069	  8.83989e-05	  6	  4.05087e-05
10	  0.148096	  0.707107	  0.00216258	  0.000122742	  12	  4.15698e-05
11	  0.23416	  0.894427	  0.000956871	  0.000146875	  12	  4.97428e-05
12	  0.331153	  0.948683	  0.000512389	  6.0141e-05	  12	  2.03682e-05
13	  0.431771	  0.970143	  0.000298428	  3.16973e-05	  12	  1.07351e-05
14	  0.533968	  0.980581	  0.000192286	  2.07743e-05	  12	  7.03574e-06
15	  0.636985	  0.986394	  0.000131856	  1.33737e-05	  12	  4.52933e-06
16	  0.74048	  0.989949	  9.50147e-05	  1.65716e-05	  12	  5.6124e-06
17	  0.844278	  0.992278	  7.10317e-05	  8.63391e-06	  12	  2.92409e-06
18	  0.948278	  0.993884	  5.47385e-05	  8.23085e-06	  12	  2.78758e-06
19	  0.148096	  0	  0.00216258	  4.7892e-05	  6	  2.19464e-05
20	  0.18138	  0.57735	  0.00153421	  6.5617e-05	  12	  2.22229e-05
21	  0.25651	  0.816497	  0.000842148	  7.20951e-05	  12	  2.44168e-05
22	  0.347316	  0.904534	  0.000461525	  4.09168e-05	  12	  1.38575e-05
23	  0.444288	  0.942809	  0.000282116	  2.58299e-05	  12	  8.74795e-06
24	  0.54414	  0.96225	  0.000184652	  2.41915e-05	  12	  8.19305e-06
25	  0.645536	  0.973329	  0.000128147	  1.42928e-05	  12	  4.84063e-06
26	  0.747849	  0.980196	  9.29373e-05	  9.94204e-06	  12	  3.36712e-06
27	  0.850747	  0.984732	  6.98511e-05	  1.079e-05	  12	  3.65431e-06
28	  0.954042	  0.987878	  5.39956e-05	  7.77077e-06	  12	  2.63177e-06
29	  0.20944	  0	  0.00120796	  2.92924e-05	  6	  1.34232e-05
30	  0.23416	  0.447214	  0.000956871	  4.73835e-05	  12	  1.60476e-05
31	  0.296192	  0.707107	  0.000623093	  5.54129e-05	  12	  1.8767e-05
32	  0.377572	  0.83205	  0.000392702	  3.8011e-05	  12	  1.28734e-05
33	  0.468321	  0.894427	  0.000253118	  3.05866e-05	  12	  1.03589e-05
34	  0.563933	  0.928477	  0.000171157	  1.13122e-05	  12	  3.83118e-06
35	  0.662306	  0.948683	  0.000121199	  1.19296e-05	  12	  4.04026e-06
36	  0.762371	  0.961524	  8.90872e-05	  1.12607e-05	  12	  3.81372e-06
37	  0.863541	  0.970143	  6.75513e-05	  3.67485e-06	  12	  1.24458e-06
38	  0.965468	  0.976187	  5.25652e-05	  5.51858e-06	  12	  1.86901e-06
39	  0.23416	  0	  0.000956871	  3.00625e-05	  12	  1.01814e-05
40	  0.25651	  0.408248	  0.000842148	  2.92734e-05	  24	  7.43907e-06
41	  0.314159	  0.666667	  0.00056581	  3.96704e-05	  24	  1.00812e-05
42	  0.391825	  0.801784	  0.000365623	  2.82526e-05	  24	  7.17968e-06
43	  0.479886	  0.872872	  0.000240238	  3.37039e-05	  24	  8.56497e-06
44	  0.573574	  0.912871	  0.000165194	  1.47954e-05	  24	  3.75987e-06
45	  0.670534	  0.937043	  0.000118025	  1.00496e-05	  24	  2.55385e-06
46	  0.76953	  0.952579	  8.72914e-05	  9.79858e-06	  24	  2.49006e-06
47	  0.869868	  0.963087	  6.64672e-05	  8.08307e-06	  24	  2.0541e-06
48	  0.971131	  0.970495	  5.18642e-05	  6.37941e-06	  24	  1.62116e-06
49	  0.296192	  0	  0.000623093	  1.69845e-05	  6	  7.78314e-06
50	  0.314159	  0.333333	  0.00056581	  2.19697e-05	  12	  7.44059e-06
51	  0.36276	  0.57735	  0.000422434	  1.8603e-05	  12	  6.30037e-06
52	  0.431771	  0.727607	  0.000298428	  2.34961e-05	  12	  7.95753e-06
53	  0.51302	  0.816497	  0.000209203	  2.07888e-05	  12	  7.04063e-06
54	  0.601569	  0.870388	  0.000149161	  1.55494e-05	  12	  5.26619e-06
55	  0.694632	  0.904534	  0.000109288	  1.54202e-05	  12	  5.22243e-06
56	  0.790617	  0.927173	  8.22162e-05	  8.12092e-06	  12	  2.75035e-06
57	  0.888577	  0.942809	  6.33722e-05	  6.6726e-06	  12	  2.25984e-06
58	  0.987924	  0.953998	  4.9893e-05	  3.30491e-06	  12	  1.11929e-06
59	  0.314159	  0	  0.00056581	  2.20065e-05	  6	  1.00844e-05
60	  0.331153	  0.316228	  0.000512389	  1.83044e-05	  12	  6.19925e-06
61	  0.377572	  0.5547	  0.000392702	  2.47998e-05	  12	  8.39908e-06
62	  0.444288	  0.707107	  0.000282116	  1.33847e-05	  12	  4.53306e-06
63	  0.523599	  0.8	  0.000200477	  2.01641e-05	  12	  6.82909e-06
64	  0.610616	  0.857493	  0.00014445	  7.94099e-06	  12	  2.68942e-06
65	  0.702481	  0.894427	  0.000106629	  9.45252e-06	  12	  3.20133e-06
66	  0.797522	  0.919145	  8.0644e-05	  8.57965e-06	  12	  2.90571e-06
67	  0.894726	  0.936329	  6.23818e-05	  4.13377e-06	  12	  1.4e-06
68	  0.993459	  0.948683	  4.92701e-05	  5.4793e-06	  12	  1.8557e-06
69	  0.331153	  0	  0.000512389	  1.39117e-05	  12	  4.71154e-06
70	  0.347316	  0.301511	  0.000461525	  1.29204e-05	  24	  3.28339e-06
71	  0.391825	  0.534522	  0.000365623	  1.32497e-05	  24	  3.36708e-06
