#n	   k	      mu	    PL	    Pf	     w	     err  
0	  0.10472	  1	  0.00340069	  0.000474246	  3	  0.000297519
1	  0.20944	  1	  0.00120796	  0.000135658	  3	  8.51049e-05
2	  0.314159	  1	  0.00056581	  0.000124937	  3	  7.83796e-05
3	  0.418879	  1	  0.000317111	  2.28367e-05	  3	  1.43266e-05
4	  0.523599	  1	  0.000200477	  7.30907e-06	  3	  4.58535e-06
5	  0.628319	  1	  0.000135839	  3.78148e-05	  3	  2.37231e-05
6	  0.733038	  1	  9.71158e-05	  1.64088e-05	  3	  1.02941e-05
7	  0.837758	  1	  7.2289e-05	  1.33093e-05	  3	  8.34958e-06
8	  0.942478	  1	  5.55114e-05	  2.06825e-06	  3	  1.29752e-06
9	  0.10472	  0	  0.00340069	  7.71151e-05	  6	  3.53378e-05
10	  0.148096	  0.707107	  0.00216258	  0.000113335	  12	  3.83837e-05
11	  0.23416	  0.894427	  0.000956871	  0.000137159	  12	  4.64522e-05
12	  0.331153	  0.948683	  0.000512389	  5.64081e-05	  12	  1.9104e-05
13	  0.431771	  0.970143	  0.000298428	  2.97669e-05	  12	  1.00813e-05
14	  0.533968	  0.980581	  0.000192286	  1.93843e-05	  12	  6.56499e-06
15	  0.636985	  0.986394	  0.000131856	  1.2526e-05	  12	  4.24226e-06
16	  0.74048	  0.989949	  9.50147e-05	  1.53837e-05	  12	  5.21007e-06
17	  0.844278	  0.992278	  7.10317e-05	  8.05803e-06	  12	  2.72905e-06
18	  0.948278	  0.993884	  5.47385e-05	  7.6488e-06	  12	  2.59046e-06
19	  0.148096	  0	  0.00216258	  4.1716e-05	  6	  1.91163e-05
20	  0.18138	  0.57735	  0.00153421	  5.96681e-05	  12	  2.02081e-05
21	  0.25651	  0.816497	  0.000842148	  6.7006e-05	  12	  2.26933e-05
22	  0.347316	  0.904534	  0.000461525	  3.85763e-05	  12	  1.30648e-05
23	  0.444288	  0.942809	  0.000282116	  2.42055e-05	  12	  8.19781e-06
24	  0.54414	  0.96225	  0.000184652	  2.26918e-05	  12	  7.68515e-06
25	  0.645536	  0.973329	  0.000128147	  1.33413e-05	  12	  4.51838e-06
26	  0.747849	  0.980196	  9.29373e-05	  9.31089e-06	  12	  3.15337e-06
27	  0.850747	  0.984732	  6.98511e-05	  1.00193e-05	  12	  3.39328e-06
28	  0.954042	  0.987878	  5.39956e-05	  7.15376e-06	  12	  2.4228e-06
29	  0.20944	  0	  0.00120796	  2.5841e-05	  6	  1.18416e-05
30	  0.23416	  0.447214	  0.000956871	  4.26298e-05	  12	  1.44376e-05
31	  0.296192	  0.707107	  0.000623093	  5.12077e-05	  12	  1.73428e-05
32	  0.377572	  0.83205	  0.000392702	  3.54175e-05	  12	  1.1995e-05
33	  0.468321	  0.894427	  0.000253118	  2.83833e-05	  12	  9.61272e-06
34	  0.563933	  0.928477	  0.000171157	  1.05956e-05	  12	  3.58845e-06
35	  0.662306	  0.948683	  0.000121199	  1.1148e-05	  12	  3.77557e-06
36	  0.762371	  0.961524	  8.90872e-05	  1.04529e-05	  12	  3.54015e-06
37	  0.863541	  0.970143	  6.75513e-05	  3.40405e-06	  12	  1.15287e-06
38	  0.965468	  0.976187	  5.25652e-05	  5.10578e-06	  12	  1.7292e-06
39	  0.23416	  0	  0.000956871	  2.62015e-05	  12	  8.87378e-06
40	  0.25651	  0.408248	  0.000842148	  2.61654e-05	  24	  6.64925e-06
41	  0.314159	  0.666667	  0.00056581	  3.64512e-05	  24	  9.26312e-06
42	  0.391825	  0.801784	  0.000365623	  2.63866e-05	  24	  6.70547e-06
43	  0.479886	  0.872872	  0.000240238	  3.13952e-05	  24	  7.97827e-06
44	  0.573574	  0.912871	  0.000165194	  1.37999e-05	  24	  3.5069e-06
45	  0.670534	  0.937043	  0.000118025	  9.41009e-06	  24	  2.39133e-06
46	  0.76953	  0.952579	  8.72914e-05	  9.11986e-06	  24	  2.31758e-06
47	  0.869868	  0.963087	  6.64672e-05	  7.5054e-06	  24	  1.9073e-06
48	  0.971131	  0.970495	  5.18642e-05	  5.92916e-06	  24	  1.50674e-06
49	  0.296192	  0	  0.000623093	  1.48686e-05	  6	  6.8135e-06
50	  0.314159	  0.333333	  0.00056581	  1.95351e-05	  12	  6.61607e-06
51	  0.36276	  0.57735	  0.000422434	  1.69893e-05	  12	  5.75384e-06
52	  0.431771	  0.727607	  0.000298428	  2.17517e-05	  12	  7.36674e-06
53	  0.51302	  0.816497	  0.000209203	  1.9364e-05	  12	  6.55812e-06
54	  0.601569	  0.870388	  0.000149161	  1.46119e-05	  12	  4.9487e-06
55	  0.694632	  0.904534	  0.000109288	  1.4321e-05	  12	  4.85016e-06
56	  0.790617	  0.927173	  8.22162e-05	  7.57743e-06	  12	  2.56629e-06
57	  0.888577	  0.942809	  6.33722e-05	  6.23811e-06	  12	  2.11269e-06
58	  0.987924	  0.953998	  4.9893e-05	  3.06282e-06	  12	  1.0373e-06
59	  0.314159	  0	  0.00056581	  1.91091e-05	  6	  8.7567e-06
60	  0.331153	  0.316228	  0.000512389	  1.61947e-05	  12	  5.48473e-06
61	  0.377572	  0.5547	  0.000392702	  2.26233e-05	  12	  7.66194e-06
62	  0.444288	  0.707107	  0.000282116	  1.24003e-05	  12	  4.19966e-06
63	  0.523599	  0.8	  0.000200477	  1.8681e-05	  12	  6.32678e-06
64	  0.610616	  0.857493	  0.00014445	  7.33843e-06	  12	  2.48534e-06
65	  0.702481	  0.894427	  0.000106629	  8.82611e-06	  12	  2.98918e-06
66	  0.797522	  0.919145	  8.0644e-05	  7.98289e-06	  12	  2.70361e-06
67	  0.894726	  0.936329	  6.23818e-05	  3.82724e-06	  12	  1.29619e-06
68	  0.993459	  0.948683	  4.92701e-05	  5.05819e-06	  12	  1.71308e-06
69	  0.331153	  0	  0.000512389	  1.21205e-05	  12	  4.10492e-06
70	  0.347316	  0.301511	  0.000461525	  1.15848e-05	  24	  2.94397e-06
71	  0.391825	  0.534522	  0.000365623	  1.2127e-05	  24	  3.08176e-06
72	  0.456463	  0.688247	  0.00026716	  2.20442e-05	  24	  5.60197e-06
73	  0.533968	  0.784465	  0.000192286	  1.15314e-05	  24	  2.93041e-06
74	  0.61953	  0.845154	  0.000140033	  8.82571e-06	  24	  2.24283e-06
75	  0.710244	  0.884652	  0.000104113	  1.30127e-05	  24	  3.30684e-06
76	  0.804368	  0.911322	  7.91357e-05	  7.59906e-06	  24	  1.9311e-06
77	  0.900833	  0.929981	  6.14503e-05	  5.62223e-06	  24	  1.42875e-06
78	  0.998963	  0.943456	  4.86634e-05	  3.81195e-06	  24	  9.68709e-07
79	  0.377572	  0	  0.000392702	  1.02448e-05	  12	  3.46965e-06
80	  0.391825	  0.267261	  0.000365623	  7.7739e-06	  24	  1.97554e-06
81	  0.431771	  0.485071	  0.000298428	  1.40141e-05	  24	  3.56131e-06
82	  0.491179	  0.639602	  0.000228743	  9.72053e-06	  24	  2.47022e-06
83	  0.563933	  0.742781	  0.000171157	  1.30781e-05	  24	  3.32347e-06
